0.0,-1,3
4.0,2,3
0.0,-1,11
23.08679276123039,17,11
18.110770276274835,13,11
0.0,-1,11
14.035668847618199,10,11
0.0,-1,11
0.0,-1,11
14.0,10,11
12.165525060596439,9,11
0.0,-1,11
12.165525060596439,9,11
0.0,-1,11
0.0,-1,11
14.0,10,11
16.0312195418814,12,11
0.0,-1,12
16.0312195418814,12,12
0.0,-1,12
0.0,-1,12
21.02379604162864,16,12
20.024984394500787,15,12
0.0,-1,12
14.035668847618199,10,12
0.0,-1,12
0.0,-1,12
2.23606797749979,1,12
3.1622776601683795,2,12
0.0,-1,12
24.166091947189145,18,14
34.92849839314596,26,14
0.0,-1,14
38.0,29,14
35.12833614050059,27,14
0.0,-1,14
27.073972741361768,20,14
26.076809620810597,19,14
0.0,-1,14
20.09975124224178,15,14
18.973665961010276,14,14
0.0,-1,15
15.132745950421556,11,15
7.615773105863909,5,15
0.0,-1,15
3.0,2,15
7.211102550927978,5,15
0.0,-1,15
0.0,-1,15
28.30194339616981,21,15
27.784887978899608,21,15
0.0,-1,15
23.430749027719962,17,15
24.758836806279895,18,16
0.0,-1,16
13.416407864998739,10,16
8.54400374531753,6,16
0.0,-1,16
7.211102550927978,5,16
4.47213595499958,3,16
0.0,-1,16
8.94427190999916,6,16
18.110770276274835,13,16
0.0,-1,16
18.110770276274835,13,16
17.08800749063506,12,16
0.0,-1,16
17.204650534085253,13,16
13.601470508735444,10,17
0.0,-1,17
24.08318915758459,18,17
26.248809496813376,20,17
0.0,-1,17
37.013511046643494,28,19
39.20459156782532,30,19
47.16990566028302,36,19
0.0,-1,19
47.01063709417264,36,19
47.01063709417264,36,19
0.0,-1,19
26.019223662515376,19,20
42.1070065428546,32,20
0.0,-1,21
57.3149195236284,44,21
57.55866572463264,44,21
0.0,-1,21
74.96665925596525,57,21
67.02984409947557,51,21
0.0,-1,22
32.2490309931942,24,22
42.190046219457976,32,22
0.0,-1,22
53.600373133029585,41,22
62.80127387243033,48,22
68.0294054067798,52,22
68.0,52,22
2.0,1,24
12.041594578792296,9,24
0.0,-1,24
15.132745950421556,11,24
0.0,-1,24
15.132745950421556,11,24
18.110770276274835,13,24
14.0,10,24
16.1245154965971,12,25
0.0,-1,25
15.132745950421556,11,25
14.142135623730951,10,25
0.0,-1,25
12.36931687685298,9,25
16.278820596099706,12,25
0.0,-1,25
15.297058540778355,11,25
10.198039027185569,7,25
0.0,-1,25
9.433981132056603,7,25
4.123105625617661,2,25
0.0,-1,25
0.0,-1,26
29.732137494637012,22,26
25.45584412271571,19,26
0.0,-1,26
5.656854249492381,4,26
14.866068747318506,11,26
0.0,-1,26
14.866068747318506,11,26
35.73513677041127,27,26
20.09975124224178,15,27
19.313207915827967,14,34
2.0,1,34
0.0,-1,34
13.152946437965905,9,34
14.317821063276353,10,34
0.0,-1,34
24.020824298928627,18,34
30.675723300355934,23,34
0.0,-1,34
16.97056274847714,12,34
17.204650534085253,13,34
0.0,-1,34
12.649110640673518,9,35
10.04987562112089,7,35
0.0,-1,35
5.830951894845301,4,35
0.0,-1,35
6.708203932499369,4,35
4.47213595499958,3,35
0.0,-1,35
4.0,2,35
4.0,2,35
0.0,-1,35
6.0,4,35
3.605551275463989,2,35
0.0,-1,35
2.0,1,36
2.23606797749979,1,36
0.0,-1,36
2.23606797749979,1,36
0.0,-1,36
4.47213595499958,3,36
5.0,3,36
0.0,-1,36
5.830951894845301,4,36
7.810249675906654,5,36
3.605551275463989,2,36
3.0,2,36
0.0,-1,36
5.0,3,37
0.0,-1,37
0.0,-1,37
4.123105625617661,2,37
0.0,-1,37
0.0,-1,37
1.0,0,37
0.0,-1,37
0.0,-1,37
5.656854249492381,4,37
2.0,1,37
0.0,-1,37
7.211102550927978,5,38
6.082762530298219,4,38
0.0,-1,38
0.0,-1,38
8.06225774829855,5,38
0.0,-1,38
10.198039027185569,7,38
8.48528137423857,6,38
0.0,-1,38
10.63014581273465,7,38
8.94427190999916,6,38
0.0,-1,38
0.0,-1,43
0.0,-1,43
21.18962010041709,16,44
0.0,-1,44
0.0,-1,44
0.0,-1,45
17.11724276862369,13,45
38.2099463490856,29,45
0.0,-1,45
0.0,-1,46
0.0,-1,46
0.0,-1,47
5.0990195135927845,3,47
0.0,-1,47
0.0,-1,47
0.0,-1,48
0.0,-1,48
20.09975124224178,15,48
0.0,-1,49
0.0,-1,49
21.633307652783937,16,49
6.324555320336759,4,49
0.0,-1,49
0.0,-1,50
0.0,-1,50
0.0,-1,50
187.0106948813356,145,50
31.04834939252005,23,50
0.0,-1,50
26.832815729997478,20,50
10.198039027185569,7,50
0.0,-1,51
0.0,-1,51
0.0,-1,51
0.0,-1,51
5.0,3,52
0.0,-1,52
230.471256342304,178,52
230.10649708341572,178,52
0.0,-1,52
0.0,-1,52
0.0,-1,53
0.0,-1,54
0.0,-1,56
0.0,-1,57
